id,lat,lon,url
6163900411,47.7598,-122.316,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.316000,47.759800,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
2558640110,47.7222,-122.168,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.168000,47.722200,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
9834200885,47.572,-122.29,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.290000,47.572000,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3876600120,47.3375,-122.291,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.291000,47.337500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8691330260,47.5945,-121.982,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-121.982000,47.594500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
5416500980,47.3595,-122.038,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.038000,47.359500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
809002610,47.6368,-122.355,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.355000,47.636800,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1778500595,47.6197,-122.287,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.287000,47.619700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1220000367,47.4643,-122.346,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.346000,47.464300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7504020670,47.6295,-122.052,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.052000,47.629500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3630110370,47.5541,-121.995,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-121.995000,47.554100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
2490200620,47.5323,-122.383,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.383000,47.532300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1775801340,47.7399,-122.099,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.099000,47.739900,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1683600240,47.3187,-122.182,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.182000,47.318700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1180002378,47.4977,-122.226,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.226000,47.497700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7955050170,47.7321,-122.198,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.198000,47.732100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7518507580,47.6784,-122.386,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.386000,47.678400,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1441600020,47.5956,-122.026,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.026000,47.595600,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
5101408599,47.7048,-122.315,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.315000,47.704800,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1370803940,47.6413,-122.401,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.401000,47.641300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3342700371,47.5243,-122.204,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.204000,47.524300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3668000070,47.2761,-122.152,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.152000,47.276100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8562720390,47.5369,-122.07,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.070000,47.536900,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
9835801000,47.3733,-122.289,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.289000,47.373300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8856890020,47.4631,-122.126,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.126000,47.463100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
9324800025,47.7329,-122.291,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.291000,47.732900,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
